Class,Name,Brand,Group,RAW SIZE,Diameter,Width,BOLT PATTERN,BOLT PATTERN #2,Centerbore,Finish,Purchase Description,Inventory Location,Location Available,Location On Order,Location On Water,China Stock,Production 2025,0-30 Days,31-90 Days,91-365 Days,0-60 days (0-2 mo),61-120 days (2-4 mo),121-180 days (4 to 6 mo),121-365 days  (4 to 12 mo),121-548 days (4 to 18 mo),121+ Days (all time),ALL Time,Average Cost,Location Average Cost,Price Level A,Price Level AC,Price Level C,Price Level D,Price Level E,Price Level H,Price Level DC-A,MAP,Purchase Price,SFTP,Profit %,On Sale,Discontinued Item,Exclude From Average Cost Update,Location Last Invoice Date,Location Last Receipt Date from PO,Location Last Receipt Date from TO,Location Last Receipt Date from RMA,Last Inventory Adjustment Date,Location Last Receipt Date (Any Type),Location First PO Date,Location First Receipt Date from PO (1st Time Entered Warehouse - Originating From a PO),Location First Receipt Date from TO,Location PO Count,Type
Wheel,KON-312924X906139.7SB,Konig,KNG-500,24,24,9,6x139.7,,78.1,Satin Black,Konig KNG-500 24x9,"Orlando, FL",30,0,0,0,0,41,75,167,20,56,32,113,12,161,563,69.99,68.55,Retail,99.95,90.43,85.67,80.91,76.15,71.39,80.91,76.99,97.09,26.47,No,No,,12/1/2025,7/9/2025,,,,7/9/2025,10/6/2024,5/20/2024,,8,Assembly/Bill of Materials
Wheel,KON-312924X906139.7SB,Konig,KNG-500,24,24,9,6x139.7,6x139.7,78.1,Satin Black,Konig KNG-500 24x9,"Atlanta, GA",66,0,0,35,0,25,41,280,66,54,29,75,80,148,623,69.99,66.96,Retail,99.95,90.43,85.67,80.91,76.15,71.39,80.91,76.99,97.09,26.47,No,No,,11/1/2025,5/15/2025,,,12/5/2025,5/15/2025,7/30/2024,6/4/2024,11/8/2024,20,Assembly/Bill of Materials
Wheel,KON-312924X906139.7SB,Konig,KNG-500,24,24,9,6x139.7,,78.1,Satin Black,Konig KNG-500 24x9,"Tampa, FL",13,0,0,0,0,5,24,38,11,10,5,39,6,23,158,69.99,69.2,Retail,99.95,90.43,85.67,80.91,76.15,71.39,80.91,76.99,97.09,26.47,No,No,,1/24/2026,6/14/2025,,,,6/14/2025,4/10/2024,9/20/2024,,18,Assembly/Bill of Materials
Wheel,KON-312924X906139.7SB,Konig,KNG-500,24,24,9,6x139.7,6x139.7,78.1,Satin Black,Konig KNG-500 24x9,"Houston, TX",31,0,0,110,0,6,85,144,13,42,57,81,64,46,507,69.99,72.71,Retail,99.95,90.43,85.67,80.91,76.15,71.39,80.91,76.99,97.09,26.47,No,No,,3/26/2026,9/23/2025,,,,9/23/2025,7/2/2024,6/27/2024,,9,Assembly/Bill of Materials
Wheel,TSW-773028X1006135SB,TSW,KNG-500,28,28,10,6x135,,87.1,Bronze,TSW KNG-500 28x10,"Atlanta, GA",56,0,38,0,0,0,0,0,0,0,0,0,0,0,3,244.99,243.1,Retail,347.28,314.2,297.67,281.13,264.59,248.06,281.13,269.49,337.35,25.93,No,No,,3/24/2026,11/23/2025,,,2/18/2026,11/23/2025,1/20/2025,1/28/2025,,7,Inventory Item
Wheel,TSW-773028X1006135SB,TSW,KNG-500,28,28,10,6x135,6x135,87.1,Bronze,TSW KNG-500 28x10,"Orlando, FL",45,99,0,112,62,27,74,121,41,62,17,96,78,66,524,244.99,227.32,Retail,347.28,314.2,297.67,281.13,264.59,248.06,281.13,269.49,337.35,25.93,No,No,,1/4/2026,10/17/2025,,,,10/17/2025,8/10/2024,10/18/2024,,13,Inventory Item
Wheel,ENK-680520X1055120MTBR,Enkei,ENK-92,20,20,10.5,5x120,,114.3,Bronze,Enkei ENK-92 20x10.5,"Nashville, TN",11,0,0,0,0,2,31,77,21,9,1,19,6,41,175,171.99,156.03,Retail,263.67,238.55,226,213.44,200.89,188.33,213.44,189.19,256.13,31.51,No,No,,11/19/2025,2/2/2026,,,,2/2/2026,9/25/2024,1/18/2025,,17,Inventory Item
Wheel,ENK-680520X1055120MTBR,Enkei,ENK-92,20,20,10.5,5x120,,114.3,Bronze,Enkei ENK-92 20x10.5,"Orlando, FL",22,0,0,0,0,1,4,4,0,2,0,5,3,10,15,171.99,185.96,Retail,263.67,238.55,226,213.44,200.89,188.33,213.44,189.19,256.13,31.51,No,No,,12/1/2025,7/15/2025,,,,7/15/2025,1/1/2025,1/30/2025,3/19/2025,5,Inventory Item
Wheel,ENK-680520X1055120MTBR,Enkei,ENK-92,20,20,10.5,5x120,,114.3,Bronze,Enkei ENK-92 20x10.5,"Atlanta, GA",18,0,0,0,98,0,0,0,0,0,0,0,0,0,4,171.99,175.89,Retail,263.67,238.55,226,213.44,200.89,188.33,213.44,189.19,256.13,31.51,No,No,,12/13/2025,5/28/2025,,,,5/28/2025,11/16/2024,8/25/2024,,9,Inventory Item
Wheel,ENK-680520X1055120MTBR,Enkei,ENK-92,20,20,10.5,5x120,,114.3,Bronze,Enkei ENK-92 20x10.5,"Charlotte, NC",79,117,0,0,0,26,37,96,63,36,12,56,64,125,246,171.99,166.79,Retail,263.67,238.55,226,213.44,200.89,188.33,213.44,189.19,256.13,31.51,No,No,,1/14/2026,7/31/2025,,,,7/31/2025,3/8/2025,12/16/2024,,19,Inventory Item
Wheel,HRE-592124X905120-18MB,HRE,BBS-CH-R,24,24,9,5x120,5x120,87.1,Gloss Black & Milled,HRE BBS-CH-R 24x9,"Houston, TX",17,2,0,0,0,0,3,1,3,2,1,8,5,0,39,264.99,286.49,Retail,372.84,337.34,319.58,301.83,284.07,266.32,301.83,291.49,362.19,25.37,No,No,,1/23/2026,12/3/2025,,,1/12/2026,12/3/2025,8/1/2024,11/20/2024,,12,Inventory Item
Wheel,HRE-592124X905120-18MB,HRE,BBS-CH-R,24,24,9,5x120,,87.1,Gloss Black & Milled,HRE BBS-CH-R 24x9,"Orlando, FL",14,76,0,0,48,34,93,209,79,19,45,90,50,113,700,264.99,261.94,Retail,372.84,337.34,319.58,301.83,284.07,266.32,301.83,291.49,362.19,25.37,No,No,,10/23/2025,5/11/2025,,,,5/11/2025,12/16/2024,3/19/2025,,17,Inventory Item
Wheel,RAY-827628X1006132-24GB,Rays,HRE-501,28,28,10,6x132,,74.1,Gloss Black,Rays HRE-501 28x10,"Atlanta, GA",30,0,23,108,0,0,0,0,0,0,0,0,0,0,4,274.99,256.38,Retail,427.34,386.64,366.29,345.94,325.59,305.24,345.94,302.49,415.13,32.43,No,No,,9/28/2025,8/25/2025,,,,8/25/2025,12/8/2024,10/13/2024,,5,Inventory Item
Wheel,RAY-827628X1006132-24GB,Rays,HRE-501,28,28,10,6x132,,74.1,Gloss Black,Rays HRE-501 28x10,"Tampa, FL",39,0,0,0,0,21,141,29,14,71,19,38,27,160,493,274.99,297.12,Retail,427.34,386.64,366.29,345.94,325.59,305.24,345.94,302.49,415.13,32.43,No,No,,1/26/2026,5/15/2025,,,,5/15/2025,1/4/2025,12/7/2024,,2,Inventory Item
Wheel,WOR-823924X805120-18MB,Work,RYS-TE37,24,24,8,5x120,5x120,106.1,Chrome,Work RYS-TE37 24x8,"Dallas, TX",35,0,0,0,0,9,29,20,15,3,0,26,7,58,135,78.99,77.27,Retail,110.31,99.81,94.55,89.3,84.05,78.8,89.3,86.89,107.16,24.81,No,No,,12/28/2025,1/18/2026,,,,1/18/2026,5/7/2024,4/7/2024,5/14/2024,18,Inventory Item
Wheel,WOR-823924X805120-18MB,Work,RYS-TE37,24,24,8,5x120,,106.1,Chrome,Work RYS-TE37 24x8,"Charlotte, NC",42,85,0,0,0,2,4,12,2,0,2,2,1,10,22,78.99,73.21,Retail,110.31,99.81,94.55,89.3,84.05,78.8,89.3,86.89,107.16,24.81,No,No,,10/10/2025,11/12/2025,,,,11/12/2025,5/24/2024,5/3/2024,1/10/2025,8,Inventory Item
Wheel,WOR-823924X805120-18MB,Work,RYS-TE37,24,24,8,5x120,,106.1,Chrome,Work RYS-TE37 24x8,"Atlanta, GA",10,111,53,0,0,0,0,0,0,0,0,0,0,0,4,78.99,74.66,Retail,110.31,99.81,94.55,89.3,84.05,78.8,89.3,86.89,107.16,24.81,No,No,,1/28/2026,2/15/2026,,,,2/15/2026,8/8/2024,1/25/2025,,3,Inventory Item
Wheel,WOR-823924X805120-18MB,Work,RYS-TE37,24,24,8,5x120,,106.1,Chrome,Work RYS-TE37 24x8,"Houston, TX",3,0,0,0,0,44,46,139,44,25,20,57,63,78,480,78.99,82.76,Retail,110.31,99.81,94.55,89.3,84.05,78.8,89.3,86.89,107.16,24.81,No,No,,1/8/2026,1/2/2026,,,1/18/2026,1/2/2026,8/31/2024,8/7/2024,,15,Inventory Item
Wheel,ENK-614224X905127SB,Enkei,HRE-501,24,24,9,5x127,,78.1,Silver Machined,Enkei HRE-501 24x9,"Dallas, TX",47,0,0,0,0,5,20,63,24,5,5,15,19,42,120,245.99,236.97,Retail,366.78,331.84,314.38,296.91,279.45,261.98,296.91,270.59,356.3,29.58,No,No,,11/1/2025,7/21/2025,,,,7/21/2025,8/2/2024,1/19/2025,7/27/2024,2,Inventory Item
Wheel,ENK-614224X905127SB,Enkei,HRE-501,24,24,9,5x127,,78.1,Silver Machined,Enkei HRE-501 24x9,"Phoenix, AZ",34,0,46,9,0,49,105,196,53,75,8,31,27,27,415,245.99,224.91,Retail,366.78,331.84,314.38,296.91,279.45,261.98,296.91,270.59,356.3,29.58,No,No,,12/28/2025,8/5/2025,10/9/2025,,,8/5/2025,8/15/2024,9/5/2024,,8,Inventory Item
Wheel,ENK-614224X905127SB,Enkei,HRE-501,24,24,9,5x127,,78.1,Silver Machined,Enkei HRE-501 24x9,"Charlotte, NC",46,3,0,0,76,0,0,0,0,0,0,0,0,0,0,245.99,229.2,Retail,366.78,331.84,314.38,296.91,279.45,261.98,296.91,270.59,356.3,29.58,No,No,,,7/7/2025,,,,7/7/2025,12/7/2024,9/26/2024,5/6/2024,12,Inventory Item
Wheel,ADV-999028X1006135-12NC,Advan,VSN-CVT,28,28,10,6x135,,110.1,Silver Machined,Advan VSN-CVT 28x10,"Charlotte, NC",75,0,0,0,0,31,104,41,13,50,50,96,35,199,466,231.99,242.42,Retail,348.34,315.16,298.57,281.99,265.4,248.81,281.99,255.19,338.38,30.07,No,No,,1/7/2026,4/18/2025,,,,4/18/2025,11/6/2024,2/25/2025,,10,Inventory Item
Wheel,ADV-999028X1006135-12NC,Advan,VSN-CVT,28,28,10,6x135,6x135,110.1,Silver Machined,Advan VSN-CVT 28x10,"Atlanta, GA",79,27,0,0,0,62,147,98,89,58,25,29,21,31,644,231.99,237.72,Retail,348.34,315.16,298.57,281.99,265.4,248.81,281.99,255.19,338.38,30.07,No,No,,12/20/2025,5/22/2025,9/11/2025,,,5/22/2025,3/30/2024,1/1/2025,,3,Inventory Item
Wheel,ADV-999028X1006135-12NC,Advan,VSN-CVT,28,28,10,6x135,,110.1,Silver Machined,Advan VSN-CVT 28x10,"Phoenix, AZ",12,0,0,0,0,74,15,135,99,12,24,114,54,188,560,231.99,222.23,Retail,348.34,315.16,298.57,281.99,265.4,248.81,281.99,255.19,338.38,30.07,No,No,,3/16/2026,10/21/2025,,,,10/21/2025,7/1/2024,6/8/2024,,10,Inventory Item
Wheel,ADV-999028X1006135-12NC,Advan,VSN-CVT,28,28,10,6x135,,110.1,Silver Machined,Advan VSN-CVT 28x10,"Houston, TX",10,0,31,0,0,0,5,3,4,3,2,7,2,1,27,231.99,245.41,Retail,348.34,315.16,298.57,281.99,265.4,248.81,281.99,255.19,338.38,30.07,No,No,,11/2/2025,2/27/2026,,,,2/27/2026,12/11/2024,7/21/2024,4/2/2024,11,Inventory Item
Wheel,HRE-612622X1056139.7-ZBRM,HRE,KNG-500,22,22,10.5,6x139.7,,74.1,Gloss Black,HRE KNG-500 22x10.5,"Tampa, FL",21,0,0,0,0,44,22,67,88,30,21,28,24,139,563,195.99,187.49,Retail,294.28,266.26,252.24,238.23,224.22,210.2,238.23,215.59,285.88,30.07,No,No,,12/18/2025,9/20/2025,10/2/2025,,,9/20/2025,12/18/2024,4/13/2024,,13,Inventory Item
Wheel,HRE-612622X1056139.7-ZBRM,HRE,KNG-500,22,22,10.5,6x139.7,,74.1,Gloss Black,HRE KNG-500 22x10.5,"Orlando, FL",38,91,0,0,0,7,21,71,19,3,15,32,18,18,215,195.99,215.1,Retail,294.28,266.26,252.24,238.23,224.22,210.2,238.23,215.59,285.88,30.07,No,No,,12/20/2025,5/11/2025,,1/13/2026,,5/11/2025,4/9/2024,8/2/2024,10/20/2024,17,Inventory Item
Wheel,ROT-711128X805127-ZBRM,Rotiform,VSN-CVT,28,28,8,5x127,5x127,72.6,Bronze,Rotiform VSN-CVT 28x8,"Orlando, FL",16,0,0,0,0,27,87,103,44,67,37,41,51,62,285,85.99,90.72,Retail,138.14,124.98,118.4,111.83,105.25,98.67,111.83,94.59,134.19,34.64,Yes,No,,1/24/2026,8/31/2025,,,,8/31/2025,4/6/2024,12/24/2024,,11,Inventory Item
Wheel,ROT-711128X805127-ZBRM,Rotiform,VSN-CVT,28,28,8,5x127,,72.6,Bronze,Rotiform VSN-CVT 28x8,"Phoenix, AZ",46,28,45,0,0,0,0,0,0,0,0,0,0,0,4,85.99,82.52,Retail,138.14,124.98,118.4,111.83,105.25,98.67,111.83,94.59,134.19,34.64,Yes,No,,11/7/2025,1/24/2026,7/30/2025,,11/18/2025,1/24/2026,1/14/2025,7/16/2024,,17,Inventory Item
Wheel,ROT-711128X805127-ZBRM,Rotiform,VSN-CVT,28,28,8,5x127,5x127,72.6,Bronze,Rotiform VSN-CVT 28x8,"Charlotte, NC",8,0,0,0,80,6,25,31,15,7,8,17,17,47,191,85.99,93.73,Retail,138.14,124.98,118.4,111.83,105.25,98.67,111.83,94.59,134.19,34.64,Yes,No,,11/25/2025,10/17/2025,,,1/29/2026,10/17/2025,9/24/2024,8/14/2024,5/15/2024,8,Inventory Item
Wheel,ADV-127528X808165.1-24GB,Advan,TSW-Nurburgring,28,28,8,8x165.1,8x165.1,72.6,Flat Black,Advan TSW-Nurburgring 28x8,"Dallas, TX",58,0,0,0,0,39,107,40,78,80,46,111,26,136,413,185.99,200.87,Retail,304.65,275.63,261.13,246.62,232.11,217.6,246.62,204.59,295.94,35.9,No,No,,2/16/2026,4/18/2025,,,,4/18/2025,3/9/2025,9/30/2024,,6,Inventory Item
Wheel,ADV-127528X808165.1-24GB,Advan,TSW-Nurburgring,28,28,8,8x165.1,8x165.1,72.6,Flat Black,Advan TSW-Nurburgring 28x8,"Phoenix, AZ",79,0,0,0,0,11,16,64,37,31,10,91,66,179,454,185.99,199.65,Retail,304.65,275.63,261.13,246.62,232.11,217.6,246.62,204.59,295.94,35.9,No,No,,3/24/2026,7/24/2025,,,,7/24/2025,8/13/2024,4/26/2024,5/1/2024,15,Inventory Item
Wheel,HRE-877922X1055114.3-18MB,HRE,RYS-TE37,22,22,10.5,5x114.3,,114.3,Flat Black,HRE RYS-TE37 22x10.5,"Nashville, TN",39,0,0,0,0,3,3,9,3,1,1,5,5,4,11,72.99,66.07,Retail,121.09,109.55,103.79,98.02,92.26,86.49,98.02,80.29,117.63,36.71,No,No,,2/18/2026,5/8/2025,,,,5/8/2025,10/10/2024,7/19/2024,9/22/2024,19,Inventory Item
Wheel,HRE-877922X1055114.3-18MB,HRE,RYS-TE37,22,22,10.5,5x114.3,5x114.3,114.3,Flat Black,HRE RYS-TE37 22x10.5,"Dallas, TX",59,0,0,0,0,31,142,59,74,14,29,47,69,158,463,72.99,76.44,Retail,121.09,109.55,103.79,98.02,92.26,86.49,98.02,80.29,117.63,36.71,No,No,,1/6/2026,4/18/2025,4/14/2025,2/4/2026,,4/18/2025,2/15/2025,11/14/2024,6/18/2024,11,Inventory Item
Wheel,HRE-877922X1055114.3-18MB,HRE,RYS-TE37,22,22,10.5,5x114.3,,114.3,Flat Black,HRE RYS-TE37 22x10.5,"Houston, TX",63,0,0,0,0,34,92,251,62,25,39,44,45,186,347,72.99,76.18,Retail,121.09,109.55,103.79,98.02,92.26,86.49,98.02,80.29,117.63,36.71,No,No,,2/12/2026,9/13/2025,,,,9/13/2025,10/20/2024,12/30/2024,,3,Inventory Item
Wheel,BBS-794824X905108-24GB,BBS,RYS-TE37,24,24,9,5x108,,74.1,Gloss Black & Milled,BBS RYS-TE37 24x9,"Houston, TX",19,64,31,0,0,0,0,0,0,0,0,0,0,0,5,121.99,131.54,Retail,193.41,174.99,165.78,156.57,147.36,138.15,156.57,134.19,187.88,33.77,Yes,No,,10/12/2025,9/1/2025,,,,9/1/2025,11/4/2024,1/17/2025,12/17/2024,5,Inventory Item
Wheel,BBS-794824X905108-24GB,BBS,RYS-TE37,24,24,9,5x108,,74.1,Gloss Black & Milled,BBS RYS-TE37 24x9,"Atlanta, GA",47,0,0,0,0,0,0,0,0,0,0,0,0,0,5,121.99,112,Retail,193.41,174.99,165.78,156.57,147.36,138.15,156.57,134.19,187.88,33.77,Yes,No,,12/5/2025,4/22/2025,7/7/2025,,9/27/2025,4/22/2025,1/26/2025,5/26/2024,,7,Inventory Item
Wheel,ENK-335724X1206135-ZBRM,Enkei,RYS-TE37,24,24,12,6x135,,106.1,Silver Machined,Enkei RYS-TE37 24x12,"Tampa, FL",8,0,0,0,0,80,118,218,34,67,24,98,34,156,698,186.99,200.12,Retail,294.51,266.47,252.44,238.42,224.39,210.37,238.42,205.69,286.1,33.33,No,No,,12/11/2025,8/2/2025,,,,8/2/2025,12/2/2024,11/23/2024,12/3/2024,18,Inventory Item
Wheel,ENK-335724X1206135-ZBRM,Enkei,RYS-TE37,24,24,12,6x135,,106.1,Silver Machined,Enkei RYS-TE37 24x12,"Orlando, FL",51,4,0,0,0,11,62,269,28,56,48,38,44,49,536,186.99,183.34,Retail,294.51,266.47,252.44,238.42,224.39,210.37,238.42,205.69,286.1,33.33,No,No,,2/21/2026,12/22/2025,,,,12/22/2025,9/26/2024,12/6/2024,,14,Inventory Item
Wheel,ENK-335724X1206135-ZBRM,Enkei,RYS-TE37,24,24,12,6x135,,106.1,Silver Machined,Enkei RYS-TE37 24x12,"Atlanta, GA",25,67,0,0,97,0,0,0,0,0,0,0,0,0,0,186.99,198.75,Retail,294.51,266.47,252.44,238.42,224.39,210.37,238.42,205.69,286.1,33.33,No,No,,,1/23/2026,,,12/7/2025,1/23/2026,10/1/2024,9/11/2024,,4,Inventory Item
Wheel,ENK-335724X1206135-ZBRM,Enkei,RYS-TE37,24,24,12,6x135,6x135,106.1,Silver Machined,Enkei RYS-TE37 24x12,"Dallas, TX",25,0,0,88,0,1,4,11,1,0,2,8,1,10,27,186.99,175.6,Retail,294.51,266.47,252.44,238.42,224.39,210.37,238.42,205.69,286.1,33.33,No,No,,11/10/2025,12/3/2025,,,1/30/2026,12/3/2025,9/29/2024,9/4/2024,,11,Inventory Item
Wheel,HRE-344422X1056139.7TB,HRE,ENK-92,22,22,10.5,6x139.7,6x139.7,87.1,Gunmetal,HRE ENK-92 22x10.5,"Nashville, TN",48,16,48,142,0,0,34,75,12,8,0,22,4,51,82,54.99,58.95,Retail,92.38,83.58,79.18,74.78,70.38,65.98,74.78,60.49,89.74,37.5,No,No,,1/29/2026,1/5/2026,,,1/16/2026,1/5/2026,10/19/2024,7/14/2024,,19,Inventory Item
Wheel,HRE-344422X1056139.7TB,HRE,ENK-92,22,22,10.5,6x139.7,,87.1,Gunmetal,HRE ENK-92 22x10.5,"Phoenix, AZ",12,0,0,0,0,47,73,45,50,58,7,111,32,195,620,54.99,59.32,Retail,92.38,83.58,79.18,74.78,70.38,65.98,74.78,60.49,89.74,37.5,No,No,,10/15/2025,10/24/2025,,,,10/24/2025,3/14/2025,3/16/2025,11/16/2024,13,Inventory Item
Wheel,HRE-344422X1056139.7TB,HRE,ENK-92,22,22,10.5,6x139.7,,87.1,Gunmetal,HRE ENK-92 22x10.5,"Dallas, TX",55,19,0,0,80,2,1,14,0,1,1,7,1,2,28,54.99,54.03,Retail,92.38,83.58,79.18,74.78,70.38,65.98,74.78,60.49,89.74,37.5,No,No,,12/31/2025,6/5/2025,9/18/2025,,,6/5/2025,10/21/2024,1/20/2025,,10,Inventory Item
Wheel,ADV-461322X1056135-24GB,Advan,HRE-501,22,22,10.5,6x135,,110.1,Gunmetal,Advan HRE-501 22x10.5,"Atlanta, GA",64,0,29,0,0,60,148,154,81,65,31,21,80,180,308,259.99,280.01,Retail,371.27,335.91,318.23,300.55,282.87,265.19,300.55,285.99,360.66,26.47,No,No,,10/27/2025,7/14/2025,,3/2/2026,,7/14/2025,3/14/2025,12/2/2024,,4,Inventory Item
Wheel,ADV-461322X1056135-24GB,Advan,HRE-501,22,22,10.5,6x135,6x135,110.1,Gunmetal,Advan HRE-501 22x10.5,"Dallas, TX",19,0,0,0,0,0,6,9,0,2,1,2,0,7,6,259.99,260.88,Retail,371.27,335.91,318.23,300.55,282.87,265.19,300.55,285.99,360.66,26.47,No,No,,1/9/2026,10/28/2025,,,,10/28/2025,10/27/2024,3/28/2024,2/12/2025,18,Inventory Item
Wheel,ADV-461322X1056135-24GB,Advan,HRE-501,22,22,10.5,6x135,,110.1,Gunmetal,Advan HRE-501 22x10.5,"Nashville, TN",15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,259.99,263.41,Retail,371.27,335.91,318.23,300.55,282.87,265.19,300.55,285.99,360.66,26.47,No,No,,12/27/2025,10/27/2025,12/28/2025,,,10/27/2025,12/26/2024,1/16/2025,,1,Inventory Item
Wheel,ADV-461322X1056135-24GB,Advan,HRE-501,22,22,10.5,6x135,6x135,110.1,Gunmetal,Advan HRE-501 22x10.5,"Orlando, FL",33,79,0,0,0,1,3,11,1,0,1,8,4,3,15,259.99,257.11,Retail,371.27,335.91,318.23,300.55,282.87,265.19,300.55,285.99,360.66,26.47,No,No,,2/10/2026,1/2/2026,,,,1/2/2026,11/30/2024,3/7/2025,,5,Inventory Item
Wheel,RAY-816124X806139.7SB,Rays,ADV-GT,24,24,8,6x139.7,,114.3,Gloss Black & Milled,Rays ADV-GT 24x8,"Atlanta, GA",5,110,0,156,0,0,0,0,0,0,0,0,0,0,2,42.99,47.11,Retail,67.7,61.26,58.03,54.81,51.58,48.36,54.81,47.29,65.77,33.33,No,No,,3/23/2026,6/23/2025,,,2/26/2026,6/23/2025,8/12/2024,9/15/2024,,3,Inventory Item
Wheel,RAY-816124X806139.7SB,Rays,ADV-GT,24,24,8,6x139.7,,114.3,Gloss Black & Milled,Rays ADV-GT 24x8,"Houston, TX",48,102,0,0,0,54,78,299,15,19,55,99,6,175,387,42.99,46.5,Retail,67.7,61.26,58.03,54.81,51.58,48.36,54.81,47.29,65.77,33.33,No,No,,2/6/2026,8/6/2025,,,,8/6/2025,8/5/2024,8/20/2024,,18,Inventory Item
Wheel,RAY-816124X806139.7SB,Rays,ADV-GT,24,24,8,6x139.7,,114.3,Gloss Black & Milled,Rays ADV-GT 24x8,"Dallas, TX",31,0,0,0,0,0,2,1,3,0,0,4,4,1,21,42.99,39.78,Retail,67.7,61.26,58.03,54.81,51.58,48.36,54.81,47.29,65.77,33.33,No,No,Yes,12/21/2025,10/28/2025,,,,10/28/2025,7/6/2024,4/26/2024,,14,Inventory Item
Wheel,WOR-443522X905108-18MB,Work,BBS-CH-R,22,22,9,5x108,,114.3,Gloss Black & Milled,Work BBS-CH-R 22x9,"Dallas, TX",23,0,0,0,0,13,118,149,73,18,56,30,74,149,560,160.99,153.31,Retail,234.97,212.59,201.4,190.21,179.02,167.84,190.21,177.09,228.26,28.06,No,No,Yes,10/29/2025,3/14/2026,,,,3/14/2026,4/11/2024,2/15/2025,,15,Inventory Item
Wheel,WOR-443522X905108-18MB,Work,BBS-CH-R,22,22,9,5x108,,114.3,Gloss Black & Milled,Work BBS-CH-R 22x9,"Nashville, TN",66,0,0,0,0,35,13,236,70,29,50,29,32,188,557,160.99,156.14,Retail,234.97,212.59,201.4,190.21,179.02,167.84,190.21,177.09,228.26,28.06,No,No,,12/15/2025,6/2/2025,10/8/2025,,,6/2/2025,6/17/2024,3/28/2024,3/14/2025,10,Inventory Item
Wheel,TSW-624424X1008170SB,TSW,WRK-Emotion,24,24,10,8x170,,72.6,Satin Black,TSW WRK-Emotion 24x10,"Tampa, FL",78,0,0,0,0,53,73,162,36,16,10,77,7,198,586,269.99,265.08,Retail,379.88,343.7,325.61,307.52,289.43,271.34,307.52,296.99,369.03,25.37,No,No,,10/13/2025,10/10/2025,,2/26/2026,1/15/2026,10/10/2025,8/11/2024,10/14/2024,1/23/2025,16,Inventory Item
Wheel,TSW-624424X1008170SB,TSW,WRK-Emotion,24,24,10,8x170,,72.6,Satin Black,TSW WRK-Emotion 24x10,"Dallas, TX",64,0,0,0,11,64,112,232,93,38,44,62,69,91,340,269.99,275.86,Retail,379.88,343.7,325.61,307.52,289.43,271.34,307.52,296.99,369.03,25.37,No,No,,10/29/2025,5/24/2025,,,3/23/2026,5/24/2025,2/7/2025,3/24/2025,8/5/2024,7,Inventory Item
Wheel,TSW-624424X1008170SB,TSW,WRK-Emotion,24,24,10,8x170,8x170,72.6,Satin Black,TSW WRK-Emotion 24x10,"Phoenix, AZ",5,0,0,144,0,19,40,239,31,41,37,113,71,117,546,269.99,245.79,Retail,379.88,343.7,325.61,307.52,289.43,271.34,307.52,296.99,369.03,25.37,No,No,,2/5/2026,4/23/2025,,,1/11/2026,4/23/2025,2/1/2025,12/24/2024,,17,Inventory Item
Wheel,ADV-329326X805114.3SB,Advan,RYS-TE37,26,26,8,5x114.3,,78.1,Bronze,Advan RYS-TE37 26x8,"Charlotte, NC",78,47,0,0,0,52,78,78,13,48,42,38,19,131,459,181.99,169.54,Retail,296.18,267.98,253.87,239.77,225.66,211.56,239.77,200.19,287.72,35.48,No,No,,1/27/2026,6/3/2025,,,,6/3/2025,1/26/2025,3/12/2025,7/16/2024,9,Inventory Item
Wheel,ADV-329326X805114.3SB,Advan,RYS-TE37,26,26,8,5x114.3,,78.1,Bronze,Advan RYS-TE37 26x8,"Nashville, TN",16,0,0,0,0,0,1,9,0,2,1,0,3,0,28,181.99,185.24,Retail,296.18,267.98,253.87,239.77,225.66,211.56,239.77,200.19,287.72,35.48,No,No,,1/31/2026,7/9/2025,,,,7/9/2025,11/19/2024,1/17/2025,8/17/2024,12,Inventory Item
Wheel,ADV-329326X805114.3SB,Advan,RYS-TE37,26,26,8,5x114.3,5x114.3,78.1,Bronze,Advan RYS-TE37 26x8,"Houston, TX",18,41,0,0,0,0,3,15,2,1,0,0,0,4,23,181.99,164.18,Retail,296.18,267.98,253.87,239.77,225.66,211.56,239.77,200.19,287.72,35.48,No,No,,11/18/2025,12/8/2025,4/18/2025,,,12/8/2025,6/29/2024,1/2/2025,,18,Inventory Item
Wheel,ADV-329326X805114.3SB,Advan,RYS-TE37,26,26,8,5x114.3,,78.1,Bronze,Advan RYS-TE37 26x8,"Atlanta, GA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,181.99,168.83,Retail,296.18,267.98,253.87,239.77,225.66,211.56,239.77,200.19,287.72,35.48,No,No,,10/7/2025,7/12/2025,,,,7/12/2025,3/12/2025,5/29/2024,,10,Inventory Item
Wheel,RAY-435528X806139.7MTBR,Rays,RYS-TE37,28,28,8,6x139.7,,72.6,Bronze,Rays RYS-TE37 28x8,"Phoenix, AZ",35,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64.99,58.93,Retail,103.04,93.22,88.32,83.41,78.5,73.6,83.41,71.49,100.09,33.77,No,Yes,,2/18/2026,8/8/2025,,,,8/8/2025,12/23/2024,10/13/2024,,12,Inventory Item
